CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
864,59,59,Male,Same as sex,4 years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.896954335585825,-0.724692511816533,0.847415769764186,196.234470457413,8,5.79545454545455,TRUE,FALSE,English,4412,5,6,4,6,5,5,4,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,5,5,3,2,2,2,3,5,2,1,4,1,6,2,1,1,1,1,1,1,3,1,1,2,2,1,1,6,5,5,5,5,6,5,6,6,5,5,5,5,6,6,6,6,3,2,1,4,1,3,2,2,5,4,2,4,1,2,2,3,5,2,3,4,6,6,4,4,2,2,6,5,3,6,3,2,5,1,2,2,5,1,5,1,1,2,6,1,2,2,1,2,2,3,2,5,3,3,2,2,2,5,2,3,2,2,2,4,6,5,5,6,2,6,2,5,2,2,6,3,4,5,6,5,6,6,3,2,5,5,3,6,6,5,7,1,7,6,6,6,6,2,2,2,3,5,2,6,5,4,5,3,5,4,4,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6
897,55,55,Female,Same as sex,3 years of college,Retail salespersons,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.818549787604525,-0.93189623566356,0.918941770687828,181.596904134156,6,4.06060606060606,TRUE,FALSE,English,1332,6,6,6,6,6,6,5,5,5,6,1,1,1,1,2,3,2,1,5,2,2,2,5,4,1,1,1,1,1,5,1,5,6,7,7,6,1,1,2,1,1,2,2,6,1,1,1,1,1,7,6,7,6,6,7,6,6,7,7,7,7,7,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,6,3,5,7,6,6,6,7,6,6,7,7,5,5,4,1,1,1,1,6,1,1,1,1,1,5,5,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,5,1,2,2,5,2,2,6,6,1,3,1,5,4,5,5,4,3,6,6,7,6,7,1,2,2,7,7,5,5,6,7,7,6,3,5,4,1,5,6,4,1,3,7,6,7,7,6,6,6,6,4,6,7,7,7,7,5,5,6,3,4,5,5,4,5,6
869,64,68,Male,Same as sex,4 years of college,N/A: Unemployed,Mexico,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.876830703550196,-0.835310464436682,0.747881177860432,239.845499313135,4,11.0416666666667,TRUE,FALSE,Spanish,3,7,6,4,6,5,5,7,7,7,7,1,1,1,1,2,6,2,2,5,6,2,1,1,4,2,1,1,1,2,2,2,1,6,7,6,4,2,1,1,1,2,1,2,1,2,1,2,1,1,6,4,5,5,6,7,6,4,4,3,4,5,4,4,6,7,6,3,4,1,1,1,5,1,1,2,1,1,3,2,2,2,2,5,7,5,6,5,6,6,6,3,1,7,7,7,2,3,6,7,2,2,1,2,6,7,6,2,2,5,6,5,5,5,1,2,2,4,2,1,4,1,3,2,1,2,4,6,2,2,7,7,7,7,7,3,5,6,7,2,3,6,3,5,6,6,6,6,7,5,2,2,7,7,7,7,4,7,7,6,2,1,2,1,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
867,39,39,Male,Same as sex,4 years of college,N/A: Unemployed,United States,Other race,"No, not of Hispanic, Latino, or Spanish origin",0,-0.862603141303349,-0.779221180107061,0.727582994641717,268.701975566971,9,4.10606060606061,TRUE,FALSE,English,1806,7,7,4,7,4,4,2,2,1,2,4,5,5,4,6,2,7,1,2,6,6,2,1,4,5,7,6,5,5,6,5,7,7,6,7,6,7,6,6,6,6,6,3,6,4,6,6,1,6,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,7,7,2,4,2,4,7,7,7,4,5,6,4,5,2,5,7,6,2,6,1,1,3,4,3,6,2,7,5,6,7,5,2,6,6,1,7,7,1,2,7,1,7,7,2,2,5,5,7,7,7,7,7,6,5,7,7,7,7,6,7,7,6,6,7,6,1,6,6,2,4,6,5,7,6,5,7,6,6,6,6,5,7,7,1,1,1,6,6,1,7,5,7,7,7,5,7,5,7,5,6,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,
870,52,52,Male,Same as sex,5+ years of college,Medical and health services managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.919063158210845,-0.472151233263657,0.610636957199512,259.597331344451,9,8.21969696969697,TRUE,FALSE,English,889,4,4,4,4,4,4,6,7,6,6,2,2,4,2,3,5,2,1,4,5,3,4,5,6,5,4,4,4,4,3,4,4,7,3,4,5,1,1,2,2,5,3,6,6,5,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,3,2,2,4,2,4,5,5,2,6,3,5,2,2,6,2,7,3,7,6,7,7,7,7,6,6,6,7,5,6,6,6,3,5,2,6,2,6,6,6,6,6,7,2,6,5,5,6,5,3,4,5,5,3,3,2,5,5,5,5,6,3,1,5,5,6,4,5,3,6,2,2,7,6,5,6,7,6,6,7,3,2,4,6,7,7,7,7,7,4,7,7,6,5,5,2,6,5,4,2,5,6,5,5,5,5,5,6,6,3,5,6,5,3,7,7,6,6,6,2,6,5,7,6
898,40,40,Male,Same as sex,Grade 12,Other transportation workers,United States,White,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.91125133289159,-0.300042184990454,0.781947387667156,197.189488824916,17,7.8030303030303,TRUE,FALSE,English,854,6,6,6,6,6,6,4,3,4,3,1,1,2,2,2,2,5,2,6,4,5,6,2,5,3,2,3,4,2,6,3,6,6,6,6,3,2,2,2,2,2,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,3,1,1,2,3,1,1,1,1,1,3,6,5,2,6,5,2,5,6,6,6,7,6,6,5,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,6,5,5,5,5,5,4,6,4,6,5,5,5,4,5,2,3,4,3,4,2,4,2,6,4,2,2,2,2,6,5,6,5,6,2,2,3,4,5,5,3,3,7,6,4,5,5,2,6,5,6,6,5,6,6,5,3,4,5,2,5,5,6,2,4,6,6,2,6,6,6,5,4,4,5,5,6,5
923,38,38,Female,Same as sex,1 year of college,N/A: Unemployed,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.781499188439645,-0.626701907249683,0.760281843617373,151.1723945897,17,3.4280303030303,TRUE,FALSE,English,1533,6,6,4,6,6,6,5,6,5,5,2,2,3,1,4,3,3,2,2,2,3,2,2,4,3,5,2,2,2,6,3,6,6,6,6,6,3,2,3,3,4,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,1,2,1,2,4,2,1,4,2,3,3,5,3,3,4,6,5,4,6,6,6,6,5,4,2,2,4,5,2,2,2,2,6,2,6,2,2,2,4,2,5,2,5,5,4,4,2,5,5,4,4,2,5,4,5,3,3,4,5,3,5,6,3,3,4,6,3,5,5,5,4,6,6,6,6,6,2,2,3,6,7,4,6,5,7,7,4,2,4,7,5,2,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,
873,49,49,Female,Same as sex,5+ years of college,Emergency management directors,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.843648785977439,-0.825877422680072,0.773745749438103,174.655935644397,5,5.79545454545455,TRUE,FALSE,English,518,6,7,4,6,6,6,4,4,6,5,2,2,2,3,1,4,2,2,3,3,2,2,2,4,2,2,3,1,2,4,1,7,6,6,6,7,1,1,1,1,1,1,2,3,3,3,2,1,1,4,5,4,4,5,6,4,4,5,6,6,4,5,6,4,6,5,2,1,1,2,2,2,1,2,3,2,2,2,1,2,1,1,4,6,6,4,6,6,6,5,3,2,7,6,6,4,1,1,4,1,1,2,1,2,3,1,1,1,1,1,4,1,1,2,2,4,1,3,2,3,4,2,4,3,2,5,1,2,3,6,5,6,6,6,4,2,2,5,1,2,4,3,4,4,5,5,6,6,4,2,2,7,5,6,5,4,7,6,4,5,5,4,5,2,6,5,2,4,2,7,5,5,6,6,6,7,6,6,6,7,6,5,5,7,6,7,6,7,7,6,6,6
875,22,24,Female,"Other, please specify",4 years of college,Social and community service managers,United States,Other Asian or Pacific Islander,"No, not of Hispanic, Latino, or Spanish origin",0,-0.644438979554721,-0.561986029856434,0.66736234799896,208.419212616594,6,2.82954545454545,TRUE,FALSE,English,1132,6,7,4,7,4,4,2,2,4,5,2,3,4,6,6,5,2,2,6,5,3,3,2,2,2,2,4,3,2,4,1,7,7,7,7,5,2,2,5,2,2,2,1,2,5,1,6,2,1,6,6,6,6,6,6,7,7,7,6,6,6,6,6,7,6,7,4,1,1,4,1,2,1,2,4,1,4,1,1,3,4,2,4,5,5,2,4,5,2,2,4,3,7,5,5,4,2,7,2,3,5,3,2,7,3,2,3,5,2,6,2,2,7,5,5,5,3,3,2,5,5,3,3,2,5,6,5,4,2,5,6,6,6,6,2,4,3,7,1,1,1,1,1,6,4,6,5,6,2,2,4,7,7,1,1,3,7,7,7,1,1,1,5,5,6,4,5,4,6,6,5,3,2,2,6,5,4,2,5,6,5,5,6,5,7,7,6,6,6,6,7,7
884,57,57,Female,Same as sex,1 year of college,N/A: Unemployed,United States,Other race,"Yes, Mexican, Mexican Am., Chicano",0,-0.915155466402322,-0.0882298317895969,0.757318703518149,213.59171920193,7,7.43939393939394,TRUE,FALSE,English,2097,7,7,5,6,6,6,3,3,1,3,1,2,2,3,1,1,1,1,2,5,2,2,5,4,3,7,3,5,3,5,6,2,5,7,7,7,3,3,4,3,5,3,1,4,1,1,1,1,1,7,6,6,7,7,7,7,7,7,7,6,6,5,7,7,7,7,3,4,4,3,2,3,3,2,2,3,3,2,1,2,3,2,5,7,3,7,5,6,3,3,5,6,7,5,6,5,1,5,7,5,6,3,1,5,5,5,1,3,5,2,5,2,3,1,5,5,5,5,3,5,5,4,5,5,5,5,1,2,2,5,5,6,6,5,2,3,4,6,4,4,4,6,5,5,6,6,7,7,1,2,2,6,5,4,6,6,6,6,6,3,5,7,6,2,6,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,
882,41,41,Female,Same as sex,4 years of college,Accountants and auditors,United States,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.926890120193146,-0.161935766926009,0.818544983670164,207.448354640291,7,5.92045454545455,TRUE,FALSE,English,3755,7,7,5,7,6,5,4,3,5,4,2,1,3,1,3,1,1,1,5,5,5,2,5,5,5,5,5,4,4,7,5,3,6,6,7,5,3,1,2,3,3,5,1,1,1,1,1,1,1,7,6,5,6,5,7,6,7,6,5,6,5,5,6,6,7,6,3,4,3,3,3,4,2,1,1,4,1,2,1,4,1,3,5,7,5,5,6,7,3,6,3,1,7,6,6,5,2,5,7,5,2,2,5,3,6,1,3,2,5,6,6,1,1,1,2,1,1,1,3,1,1,2,1,3,3,1,1,1,2,5,1,5,3,7,3,6,5,5,4,3,7,5,6,6,6,7,7,7,1,1,3,7,6,6,6,4,7,5,3,7,7,6,5,1,1,3,3,6,3,6,6,5,6,6,6,6,5,6,7,7,7,5,7,6,5,7,6,6,6,5,7,7
966,65,65,Female,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.883105809956509,-0.695085927417568,0.85675128434123,187.563484237958,11,2.1969696969697,TRUE,FALSE,English,805,5,5,4,5,4,4,5,5,5,5,1,1,2,1,4,4,2,1,4,5,5,4,4,6,3,4,2,2,2,6,4,5,4,6,4,4,5,1,1,1,1,4,1,1,1,1,1,1,1,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,2,2,2,2,2,1,1,4,2,3,2,4,3,2,2,5,4,2,3,5,7,4,4,5,6,5,5,6,5,4,4,4,1,5,1,5,2,4,1,1,1,6,1,4,4,3,1,2,1,1,4,1,2,4,2,1,1,1,5,1,4,1,2,2,5,3,5,5,6,6,5,5,4,6,5,5,7,7,7,7,7,1,1,4,7,7,7,7,7,7,7,7,4,7,7,4,3,5,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,
919,35,35,Male,"Other, please specify",Grade 12,Software quality assurance analysts and testers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.823502831143047,-0.17182372906569,0.421000141923396,233.218543873248,5,3.70075757575758,TRUE,FALSE,English,657,5,3,5,4,5,4,5,6,5,5,4,6,7,5,6,6,4,5,6,4,6,6,3,4,5,4,5,3,4,4,6,5,6,4,5,4,4,2,5,7,5,6,2,1,2,2,2,1,1,5,7,7,7,6,7,6,4,5,5,6,4,6,4,5,6,4,7,5,3,3,6,5,4,3,5,6,5,5,3,6,6,5,3,3,4,5,3,4,5,5,3,5,6,4,3,4,7,7,4,3,7,4,6,6,6,6,6,4,6,4,6,4,6,5,5,5,6,5,6,6,5,6,6,6,7,7,7,7,5,3,5,5,5,5,4,6,4,4,4,4,4,3,4,5,1,5,5,6,5,5,7,4,7,1,6,4,7,6,5,1,2,6,7,3,4,7,5,6,5,6,4,4,4,4,1,6,5,2,1,6,5,4,7,4,6,4,4,5,5,4,4,4
885,23,23,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.849904589681013,-0.343943954493609,0.892458728919264,225.653513168739,17,4.60606060606061,TRUE,FALSE,English,1161,6,7,5,7,5,6,3,4,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,2,3,2,5,4,2,2,7,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,3,7,5,4,4,7,6,5,7,3,1,5,4,6,1,3,1,6,6,2,1,5,1,7,4,1,2,1,6,4,5,2,4,6,4,6,6,4,5,4,6,1,6,4,4,4,4,5,1,4,1,1,1,1,4,4,5,4,4,5,5,7,1,2,6,7,7,5,5,2,7,7,7,1,2,1,7,6,7,7,5,5,6,,,,,,,,,,,,,,,,,,,,,,,
907,48,48,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.88225591662313,-0.770666236317553,0.878896546697856,225.611243825388,7,6.43560606060606,TRUE,FALSE,English,1608,7,7,7,7,7,7,4,4,4,4,1,1,1,1,2,2,2,1,7,7,2,6,2,6,1,1,2,1,1,3,1,4,7,6,7,7,4,1,2,2,1,2,1,1,1,1,1,1,1,7,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,7,7,6,7,6,7,6,7,6,1,3,6,6,1,2,2,1,1,2,1,2,1,4,1,2,4,5,1,2,5,2,1,2,1,2,6,2,1,1,2,5,2,2,5,2,2,1,4,2,6,4,7,4,4,4,6,2,2,7,6,2,6,5,7,7,7,4,2,5,7,7,6,7,7,7,7,7,6,4,7,6,2,4,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,
978,65,68,Female,Same as sex,2 years of college,Education and childcare administrators,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.935470073782432,-0.859254497410059,0.896720894852495,152.41591916576,7,10.0757575757576,TRUE,FALSE,English,778,5,6,4,5,5,5,5,5,4,6,3,1,4,1,2,2,2,2,2,3,3,2,2,4,3,3,2,2,3,5,2,4,5,2,5,4,2,1,3,2,4,2,1,1,1,1,1,1,1,5,5,5,5,6,6,5,5,5,6,5,6,5,5,5,6,5,2,5,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,6,5,3,5,5,5,4,4,5,7,6,7,2,1,4,3,3,2,2,4,2,4,4,2,1,5,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1,1,4,2,3,2,3,2,5,4,5,2,2,1,5,1,1,4,1,2,5,5,5,4,5,1,2,3,5,6,4,5,4,6,6,3,2,2,4,3,1,4,4,1,4,2,6,6,4,6,5,6,6,6,6,6,7,5,5,6,5,6,4,4,4,6,4,4,6
981,22,22,Male,Same as sex,4 years of college,"Computer occupations, all other",United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.880936035853696,-0.0931047871997081,0.584495646949409,215.194282247012,15,6.9280303030303,TRUE,FALSE,Twi,10,6,6,6,6,6,6,6,5,5,5,5,4,3,4,5,2,4,2,5,5,4,5,3,5,5,5,3,5,6,6,4,5,5,5,6,5,6,2,2,2,5,6,2,2,3,2,2,2,2,6,6,5,6,6,6,5,6,5,6,6,5,5,4,7,5,6,3,5,4,5,1,5,5,2,2,2,2,2,2,2,4,3,5,4,5,5,5,5,6,5,3,3,5,6,5,5,3,3,3,3,2,6,2,3,5,3,6,7,3,2,6,4,2,6,5,5,4,2,6,5,6,6,6,5,6,6,5,5,6,5,2,6,5,4,6,5,6,5,6,6,6,5,4,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,4,5,4,5,4,5,6,5,6,6,6,5,5,6,2,5,6,5,5,6,6,6,6,5,5
979,46,46,Female,Same as sex,1 year of college,Personal care aides,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.894346821842959,-0.328098605022328,0.635776803099727,174.840415321875,6,3.89015151515152,TRUE,FALSE,English,466,5,5,4,4,5,5,5,4,5,6,3,2,3,4,2,2,2,3,2,2,3,2,2,5,3,4,4,2,3,6,5,5,6,6,6,6,5,3,5,5,5,6,3,5,2,4,5,2,2,6,5,6,6,6,5,6,5,4,4,6,5,5,5,5,5,6,4,4,3,4,3,5,2,2,3,5,5,3,1,4,4,4,2,4,5,3,4,4,5,4,3,4,3,6,6,6,6,2,2,2,3,5,5,2,3,2,2,2,5,2,2,2,4,2,2,3,2,3,2,2,4,3,2,2,3,4,3,3,2,5,4,3,5,3,6,5,6,6,4,4,6,6,4,5,4,4,6,6,4,4,5,6,5,4,6,6,6,6,6,6,4,5,5,2,5,4,3,5,5,5,5,3,6,5,6,6,5,6,6,6,6,6,4,5,4,4,4,4,4,6,5,5
980,18,18,Female,Same as sex,"Grade 5, 6, 7, or 8",N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.925970323890044,-0.704075883492134,0.757729206446086,195.024663760421,9,4.56818181818182,TRUE,FALSE,English,142,5,7,4,7,5,5,3,5,4,3,2,2,4,5,6,7,4,4,7,7,5,4,6,6,6,5,5,5,4,5,5,7,7,7,7,7,5,6,5,6,6,5,1,1,1,1,1,1,1,4,4,5,4,5,6,4,6,6,1,4,4,4,6,6,6,6,4,3,3,4,5,5,5,4,6,5,5,2,4,4,4,6,5,2,2,5,7,3,3,7,7,6,4,4,4,3,3,7,4,3,5,5,6,6,4,2,6,7,6,6,4,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,2,5,4,4,3,4,4,3,5,5,4,5,4,3,4,4,6,6,7,3,2,5,6,7,1,4,3,7,7,5,2,2,4,7,6,2,3,6,6,3,,,,,,,,,,,,,,,,,,,,,,,
983,67,67,Female,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.924910670798958,-0.525614490300286,0.672152276945642,216.709985049316,17,4.61742424242424,TRUE,FALSE,English,1074,6,6,6,6,6,6,2,2,1,1,2,5,3,6,6,5,5,5,6,6,5,5,6,2,2,6,5,7,1,3,3,6,7,6,6,6,5,2,6,5,2,5,3,2,2,2,3,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,4,6,4,6,7,3,7,3,2,1,1,4,2,7,2,6,3,5,3,6,3,6,6,6,6,5,6,4,6,2,2,2,2,4,6,2,2,2,2,2,6,5,2,5,2,2,2,2,3,6,5,3,2,5,5,5,5,3,5,6,5,1,1,2,2,2,2,2,2,5,2,1,5,2,2,5,5,6,6,6,1,1,5,6,6,2,5,2,6,6,5,5,2,2,6,6,2,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
984,48,48,Female,Same as sex,Grade 12,"Secretaries and administrative assistants, except legal, medical, and executive",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.90518533962011,-0.691370299316867,0.741414555960345,224.303304956802,5,3.56060606060606,TRUE,FALSE,English,324,6,7,6,6,6,6,2,2,3,2,6,7,7,7,3,3,2,2,5,3,3,3,1,4,7,7,7,7,7,6,7,7,7,7,7,7,5,5,7,7,1,7,4,3,1,1,2,1,1,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,1,6,6,7,6,7,5,5,6,7,3,7,7,7,7,1,1,4,2,4,2,3,2,5,6,6,1,6,5,1,6,7,6,3,5,6,6,7,2,5,5,5,6,7,1,5,3,6,6,7,7,3,6,7,7,6,5,6,7,6,5,3,2,2,2,4,3,1,1,1,4,1,1,4,1,4,6,6,6,6,6,1,1,1,7,7,1,1,1,7,7,4,1,1,1,7,7,7,4,7,5,6,1,2,1,1,1,1,1,1,1,1,5,1,1,4,4,5,5,6,4,4,4,5,5
985,46,45,Female,Same as sex,4 years of college,Other community and social service specialists,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.961652480383255,-0.461705703974925,0.950440106894126,156.476396483827,17,6.07575757575758,TRUE,FALSE,English,287,6,6,5,6,6,6,3,2,3,3,2,3,3,1,4,4,2,4,4,4,4,4,4,4,2,3,3,2,2,4,2,4,4,1,6,5,2,1,2,2,2,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,2,2,2,2,1,2,2,3,2,2,1,3,2,3,6,3,4,6,3,4,6,7,4,3,5,3,5,2,2,5,2,2,6,4,1,4,4,4,5,4,2,4,3,2,5,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,6,6,6,6,6,5,5,5,6,4,4,5,5,5,4,5,5,6,6,4,4,4,4,4,6,6,6,7,4,5,5,7,6,5,2,4,3,2,5,2,5,4,4,3,3,4,5,4,4,6,6,5,4,6,3,5,6,6,4,6,4,6,5
986,46,46,Female,Same as sex,1 year of college,Purchasing managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.794583098753326,-0.343465221922342,0.577142696231108,267.373628013421,12,7.35606060606061,TRUE,FALSE,English,339,7,7,2,7,5,7,6,6,6,4,1,3,2,3,6,6,4,2,6,4,2,6,2,6,6,6,5,2,2,6,2,4,6,3,6,6,2,2,5,2,4,4,1,1,1,4,1,1,1,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,2,3,4,6,4,3,3,5,3,4,5,3,6,2,4,4,3,1,3,4,4,3,2,2,5,5,7,3,3,6,5,2,2,4,6,2,6,2,1,4,5,2,6,5,2,5,4,6,3,3,2,5,4,3,3,4,3,7,1,4,2,5,1,2,4,2,7,6,6,6,4,4,7,4,6,6,6,6,6,6,1,1,2,4,4,4,7,6,7,7,6,4,6,6,4,4,2,2,1,4,2,6,6,5,6,3,5,6,6,5,6,7,6,6,6,5,7,3,6,6,6,6,6,6
987,64,64,Male,Same as sex,5+ years of college,"Lawyers, and judges, magistrates, and other judicial workers",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.89183986776414,-0.185084942144599,0.316314128554124,265.213877386686,7,7.00378787878788,TRUE,FALSE,English,106,6,6,6,6,6,6,6,5,4,2,2,5,3,3,3,3,2,4,2,4,2,2,2,2,2,5,3,5,2,6,5,1,4,1,6,5,5,5,5,5,5,4,1,2,1,1,2,1,2,2,4,2,4,2,4,6,2,3,2,5,1,1,3,6,6,5,2,1,5,4,3,5,5,2,6,3,5,2,2,2,3,5,5,4,6,5,5,7,4,5,3,6,2,5,6,6,5,6,5,7,1,5,5,1,6,1,4,6,7,1,6,1,2,5,6,6,3,7,3,6,7,5,4,5,5,7,3,3,3,6,4,6,6,6,4,1,1,6,2,4,6,2,2,4,4,5,6,7,3,1,1,5,4,6,7,2,7,5,5,6,7,6,6,5,4,4,6,5,4,4,6,4,5,2,2,4,4,2,6,6,3,5,3,4,6,7,6,4,4,5,5,5
988,35,35,Female,Same as sex,1 year of college,Fast food and counter workers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.908292669445384,-0.613165776166548,0.535796885431903,185.234021859005,5,4.23106060606061,TRUE,FALSE,English,479,6,6,2,6,4,3,2,2,1,2,3,2,5,4,4,2,5,2,6,6,5,4,5,4,5,6,6,3,2,6,7,6,7,6,6,6,6,5,6,6,6,6,2,4,2,4,5,2,2,4,5,5,4,4,6,5,4,5,5,6,5,4,5,5,4,6,3,1,3,4,5,4,4,1,2,4,5,4,2,5,4,5,3,5,6,3,4,6,3,4,3,6,5,5,5,6,2,2,5,2,3,3,2,2,6,2,2,2,2,2,5,5,2,2,5,3,6,6,6,6,5,6,5,5,6,4,5,2,6,3,2,2,2,4,1,2,1,2,2,1,1,2,2,6,5,5,6,6,2,2,2,7,6,2,3,2,6,6,6,2,2,3,6,5,7,6,6,5,6,3,6,2,3,2,2,3,2,2,5,4,3,4,3,3,4,2,4,2,4,4,6,6
