number,DOI
13990,10.1037/t32453-000
13991,10.1037/t63145-000
13992,10.1037/t26689-000
13993,10.1037/t24046-000
13994,10.1037/t00798-000
13995,10.1037/t16418-000
13996,10.1037/t02540-000
13997,10.1037/t04772-000
13998,10.1037/t11641-000
13999,10.1037/t68463-000
14000,10.1037/t80782-000
14001,10.1037/t07625-000
14002,10.1037/t58470-000
14003,10.1037/t12672-000
14004,10.1037/t64380-000
14005,10.1037/t05309-000
14006,10.1037/t05278-000
14007,10.1037/t14143-000
14008,10.1037/t36036-000
14009,10.1037/t37106-000
14010,10.1037/t01204-000
14011,10.1037/t01866-000
14012,10.1037/t50246-000
14013,10.1037/t32202-000
14014,10.1037/t81711-000
14015,10.1037/t62831-000
14016,10.1037/t61705-000
14017,10.1037/t03761-000
14018,10.1037/t29736-000
14019,10.1037/t61455-000
14020,10.1037/t05014-000
14021,10.1037/t41944-000
14022,10.1037/t01709-000
14023,10.1037/t19647-000
14024,10.1037/t37745-000
14025,10.1037/t50186-000
14026,10.1037/t15352-000
14027,10.1037/t40386-000
14028,10.1037/t21761-000
14029,10.1037/t77928-000
14030,10.1037/t21358-000
14031,10.1037/t26607-000
14032,10.1037/t86525-000
14033,10.1037/t68009-000
14034,10.1037/t16626-000
14035,10.1037/t22526-000
14036,10.1037/t64807-000
14037,10.1037/t30115-000
14038,10.1037/t18172-000
14039,10.1037/t62755-000
14040,10.1037/t40497-000
14041,10.1037/t25112-000
14042,10.1037/t15289-000
14043,10.1037/t85274-000
14044,10.1037/t15272-000
14045,10.1037/t15198-000
14046,10.1037/t26535-000
14047,10.1037/t09445-000
14048,10.1037/t20989-000
14049,10.1037/t10028-000
14050,10.1037/t33863-000
14051,10.1037/t86443-000
14052,10.1037/t15456-000
14053,10.1037/t41968-000
14054,10.1037/t80631-000
14055,10.1037/t20163-000
14056,10.1037/t62333-000
14057,10.1037/t61436-000
14058,10.1037/t21046-000
14059,10.1037/t59815-000
14060,10.1037/t13458-000
14061,10.1037/t09231-000
14062,10.1037/t24416-000
14063,10.1037/t21772-000
14064,10.1037/t22839-000
14065,10.1037/t16649-000
14066,10.1037/t22192-000
14067,10.1037/t42196-000
14068,10.1037/t26678-000
14069,10.1037/t84021-000
14070,10.1037/t41613-000
14071,10.1037/t10428-000
14072,10.1037/t61978-000
14073,10.1037/t27154-000
14074,10.1037/t33434-000
14075,10.1037/t39631-000
14076,10.1037/t47457-000
14077,10.1037/t55646-000
14078,10.1037/t48654-000
14079,10.1037/t00355-000
14080,10.1037/t46062-000
14081,10.1037/t06328-000
14082,10.1037/t77342-000
14083,10.1037/t12893-000
14084,10.1037/t46939-000
14085,10.1037/t23092-000
14086,10.1037/t02066-000
14087,10.1037/t45539-000
14088,10.1037/t80243-000
14089,10.1037/t28639-000
14090,10.1037/t27910-000
14091,10.1037/t64979-000
14092,10.1037/t44260-000
14093,10.1037/t18278-000
14094,10.1037/t18355-000
14095,10.1037/t11031-000
14096,10.1037/t66601-000
14097,10.1037/t41997-000
14098,10.1037/t13712-000
14099,10.1037/t42718-000
14100,10.1037/t47072-000
14101,10.1037/t39985-000
14102,10.1037/t50062-000
14103,10.1037/t03981-000
14104,10.1037/t42444-000
14105,10.1037/t12412-000
14106,10.1037/t14200-000
14107,10.1037/t23108-000
14108,10.1037/t48886-000
14109,10.1037/t20325-000
14110,10.1037/t22693-000
14111,10.1037/t28870-000
14112,10.1037/t73325-000
14113,10.1037/t03787-000
14114,10.1037/t17406-000
14115,10.1037/t58041-000
14116,10.1037/t73492-000
14117,10.1037/t65512-000
14118,10.1037/t70254-000
14119,10.1037/t27990-000
14120,10.1037/t17289-000
14121,10.1037/t22069-000
14122,10.1037/t31337-000
14123,10.1037/t21737-000
14124,10.1037/t32140-000
14125,10.1037/t25262-000
14126,10.1037/t60502-000
14127,10.1037/t00365-000
14128,10.1037/t00515-000
14129,10.1037/t60609-000
14130,10.1037/t06018-000
14131,10.1037/t22347-000
14132,10.1037/t33458-000
14133,10.1037/t54495-000
14134,10.1037/t32145-000
14135,10.1037/t16561-000
14136,10.1037/t84798-000
14137,10.1037/t30268-000
14138,10.1037/t19743-000
14139,10.1037/t13535-000
14140,10.1037/t62310-000
14141,10.1037/t62089-000
14142,10.1037/t12194-000
14143,10.1037/t75495-000
14144,10.1037/t10125-000
14145,10.1037/t40635-000
14146,10.1037/t22006-000
14147,10.1037/t09659-000
14148,10.1037/t22987-000
14149,10.1037/t83331-000
14150,10.1037/t48803-000
14151,10.1037/t25076-000
14152,10.1037/t58539-000
14153,10.1037/t46196-000
14154,10.1037/t71266-000
14155,10.1037/t40641-000
14156,10.1037/t16406-000
14157,10.1037/t86630-000
14158,10.1037/t42513-000
14159,10.1037/t36016-000
14160,10.1037/t25659-000
14161,10.1037/t33974-000
14162,10.1037/t25895-000
14163,10.1037/t28391-000
14164,10.1037/t85893-000
14165,10.1037/t23283-000
14166,10.1037/t00175-000
14167,10.1037/t23605-000
14168,10.1037/t70442-000
14169,10.1037/t09138-000
14170,10.1037/t51965-000
14171,10.1037/t17191-000
14172,10.1037/t25785-000
14173,10.1037/t16568-000
14174,10.1037/t59930-000
14175,10.1037/t64347-000
14176,10.1037/t45337-000
14177,10.1037/t09261-000
14178,10.1037/t09854-000
14179,10.1037/t59656-000
14180,10.1037/t25773-000
14181,10.1037/t33208-000
14182,10.1037/t31322-000
14183,10.1037/t76382-000
14184,10.1037/t22644-000
14185,10.1037/t09636-000
14186,10.1037/t47460-000
14187,10.1037/t61061-000
14188,10.1037/t85241-000
14189,10.1037/t12786-000
14190,10.1037/t82200-000
14191,10.1037/t15610-000
14192,10.1037/t08269-000
14193,10.1037/t35135-000
14194,10.1037/t65455-000
14195,10.1037/t10385-000
14196,10.1037/t74785-000
14197,10.1037/t85230-000
14198,10.1037/t16143-000
14199,10.1037/t46270-000
14200,10.1037/t14249-000
14201,10.1037/t11377-000
14202,10.1037/t12906-000
14203,10.1037/t63880-000
14204,10.1037/t18113-000
14205,10.1037/t28493-000
14206,10.1037/t68871-000
14207,10.1037/t02455-000
14208,10.1037/t24561-000
14209,10.1037/t06532-000
14210,10.1037/t14147-000
14211,10.1037/t27344-000
14212,10.1037/t40929-000
14213,10.1037/t15722-000
14214,10.1037/t24317-000
14215,10.1037/t57543-000
14216,10.1037/t13917-000
14217,10.1037/t32999-000
14218,10.1037/t46972-000
14219,10.1037/t71979-000
14220,10.1037/t79270-000
14221,10.1037/t46735-000
14222,10.1037/t87427-000
14223,10.1037/t41211-000
14224,10.1037/t16388-000
14225,10.1037/t69286-000
14226,10.1037/t42984-000
14227,10.1037/t39749-000
14228,10.1037/t13856-000
14229,10.1037/t24682-000
14230,10.1037/t26291-000
14231,10.1037/t18947-000
14232,10.1037/t44047-000
14233,10.1037/t23803-000
14234,10.1037/t37732-000
14235,10.1037/t75425-000
14236,10.1037/t18693-000
14237,10.1037/t13288-000
14238,10.1037/t26335-000
14239,10.1037/t15019-000
14240,10.1037/t19584-000
14241,10.1037/t37114-000
14242,10.1037/t55720-000
14243,10.1037/t12550-000
14244,10.1037/t37688-000
14245,10.1037/t43802-000
14246,10.1037/t11635-000
14247,10.1037/t75524-000
14248,10.1037/t17028-000
14249,10.1037/t17845-000
14250,10.1037/t12605-000
14251,10.1037/t80839-000
14252,10.1037/t19157-000
14253,10.1037/t82706-000
14254,10.1037/t48083-000
14255,10.1037/t20143-000
14256,10.1037/t33337-000
14257,10.1037/t18761-000
14258,10.1037/t76365-000
14259,10.1037/t09981-000
14260,10.1037/t31211-000
14261,10.1037/t20203-000
14262,10.1037/t24176-000
14263,10.1037/t84766-000
14264,10.1037/t22237-000
14265,10.1037/t11625-000
14266,10.1037/t77711-000
14267,10.1037/t55764-000
14268,10.1037/t06162-000
14269,10.1037/t15029-000
14270,10.1037/t77397-000
14271,10.1037/t33812-000
14272,10.1037/t43662-000
14273,10.1037/t13160-000
14274,10.1037/t32648-000
14275,10.1037/t18950-000
14276,10.1037/t29611-000
14277,10.1037/t05898-000
14278,10.1037/t67842-000
14279,10.1037/t82057-000
14280,10.1037/t66568-000
14281,10.1037/t13117-000
14282,10.1037/t74476-000
14283,10.1037/t17539-000
14284,10.1037/t19649-000
14285,10.1037/t70220-000
14286,10.1037/t72776-000
14287,10.1037/t85670-000
14288,10.1037/t21289-000
14289,10.1037/t32242-000
14290,10.1037/t77778-000
14291,10.1037/t08530-000
14292,10.1037/t67524-000
14293,10.1037/t08849-000
14294,10.1037/t66603-000
14295,10.1037/t27282-000
14296,10.1037/t13046-000
14297,10.1037/t37163-000
14298,10.1037/t25095-000
14299,10.1037/t01189-000
14300,10.1037/t03454-000
14301,10.1037/t54132-000
14302,10.1037/t34389-000
14303,10.1037/t66302-000
14304,10.1037/t82962-000
14305,10.1037/t72733-000
14306,10.1037/t13135-000
14307,10.1037/t30675-000
14308,10.1037/t40229-000
14309,10.1037/t74408-000
14310,10.1037/t49478-000
14311,10.1037/t25129-000
14312,10.1037/t10383-000
14313,10.1037/t11100-000
14314,10.1037/t21748-000
14315,10.1037/t02913-000
14316,10.1037/t53474-000
14317,10.1037/t13719-000
14318,10.1037/t61357-000
14319,10.1037/t13156-000
14320,10.1037/t01392-000
14321,10.1037/t23985-000
14322,10.1037/t50822-000
14323,10.1037/t47927-000
14324,10.1037/t65844-000
14325,10.1037/t26650-000
14326,10.1037/t52364-000
14327,10.1037/t40483-000
14328,10.1037/t86220-000
14329,10.1037/t85395-000
14330,10.1037/t67316-000
14331,10.1037/t63239-000
14332,10.1037/t64354-000
14333,10.1037/t20329-000
14334,10.1037/t03713-000
14335,10.1037/t61344-000
14336,10.1037/t73084-000
14337,10.1037/t31927-000
14338,10.1037/t73061-000
14339,10.1037/t76371-000
14340,10.1037/t68663-000
14341,10.1037/t38243-000
14342,10.1037/t28769-000
14343,10.1037/t23172-000
14344,10.1037/t66369-000
14345,10.1037/t67679-000
14346,10.1037/t85243-000
14347,10.1037/t18235-000
14348,10.1037/t00429-000
14349,10.1037/t85090-000
14350,10.1037/t24184-000
14351,10.1037/t64667-000
14352,10.1037/t03042-000
14353,10.1037/t67488-000
14354,10.1037/t73844-000
14355,10.1037/t43507-000
14356,10.1037/t65680-000
14357,10.1037/t13884-000
14358,10.1037/t37959-000
14359,10.1037/t56789-000
14360,10.1037/t24456-000
14361,10.1037/t60172-000
14362,10.1037/t64917-000
14363,10.1037/t17492-000
14364,10.1037/t67035-000
14365,10.1037/t60101-000
14366,10.1037/t26691-000
14367,10.1037/t68181-000
14368,10.1037/t40258-000
14369,10.1037/t13265-000
14370,10.1037/t25379-000
14371,10.1037/t24329-000
14372,10.1037/t00964-000
14373,10.1037/t07875-000
14374,10.1037/t36087-000
14375,10.1037/t01291-000
14376,10.1037/t01368-000
14377,10.1037/t15980-000
14378,10.1037/t34234-000
14379,10.1037/t73153-000
14380,10.1037/t69633-000
14381,10.1037/t05599-000
14382,10.1037/t87520-000
14383,10.1037/t72081-000
14384,10.1037/t15624-000
14385,10.1037/t78949-000
14386,10.1037/t18671-000
14387,10.1037/t33632-000
14388,10.1037/t60694-000
14389,10.1037/t77653-000
14390,10.1037/t69101-000
14391,10.1037/t85263-000
14392,10.1037/t13121-000
14393,10.1037/t06580-000
14394,10.1037/t34082-000
14395,10.1037/t60452-000
14396,10.1037/t18410-000
14397,10.1037/t00516-000
14398,10.1037/t26083-000
14399,10.1037/t48198-000
14400,10.1037/t33606-000
14401,10.1037/t85431-000
14402,10.1037/t74021-000
14403,10.1037/t10811-000
14404,10.1037/t00588-000
14405,10.1037/t35954-000
14406,10.1037/t17234-000
14407,10.1037/t16487-000
14408,10.1037/t26653-000
14409,10.1037/t48954-000
14410,10.1037/t58380-000
14411,10.1037/t47063-000
14412,10.1037/t54987-000
14413,10.1037/t67653-000
14414,10.1037/t80155-000
14415,10.1037/t70458-000
14416,10.1037/t19816-000
14417,10.1037/t25118-000
14418,10.1037/t62599-000
14419,10.1037/t43820-000
14420,10.1037/t39596-000
14421,10.1037/t18675-000
14422,10.1037/t33103-000
14423,10.1037/t39706-000
14424,10.1037/t08334-000
14425,10.1037/t78023-000
14426,10.1037/t11655-000
14427,10.1037/t51228-000
14428,10.1037/t10278-000
14429,10.1037/t55812-000
14430,10.1037/t40550-000
14431,10.1037/t13334-000
14432,10.1037/t81650-000
14433,10.1037/t20647-000
14434,10.1037/t34128-000
14435,10.1037/t86794-000
14436,10.1037/t03534-000
14437,10.1037/t76269-000
14438,10.1037/t56371-000
14439,10.1037/t38480-000
14440,10.1037/t14596-000
14441,10.1037/t16616-000
14442,10.1037/t41312-000
14443,10.1037/t17442-000
14444,10.1037/t80746-000
14445,10.1037/t26680-000
14446,10.1037/t10732-000
14447,10.1037/t26598-000
14448,10.1037/t15869-000
14449,10.1037/t63389-000
14450,10.1037/t47654-000
14451,10.1037/t00614-000
14452,10.1037/t12562-000
14453,10.1037/t68095-000
14454,10.1037/t24472-000
14455,10.1037/t42202-000
14456,10.1037/t18651-000
14457,10.1037/t17242-000
14458,10.1037/t20234-000
14459,10.1037/t26255-000
14460,10.1037/t12306-000
14461,10.1037/t29286-000
14462,10.1037/t66711-000
14463,10.1037/t37581-000
14464,10.1037/t37219-000
14465,10.1037/t25758-000
14466,10.1037/t36208-000
14467,10.1037/t03396-000
14468,10.1037/t21199-000
14469,10.1037/t67962-000
14470,10.1037/t26628-000
14471,10.1037/t25624-000
14472,10.1037/t25455-000
14473,10.1037/t08390-000
14474,10.1037/t34180-000
14475,10.1037/t26453-000
14476,10.1037/t59461-000
14477,10.1037/t28380-000
14478,10.1037/t41602-000
14479,10.1037/t52428-000
14480,10.1037/t08524-000
14481,10.1037/t29511-000
14482,10.1037/t36308-000
14483,10.1037/t43259-000
14484,10.1037/t78583-000
14485,10.1037/t11612-000
14486,10.1037/t74874-000
14487,10.1037/t09304-000
14488,10.1037/t71271-000
14489,10.1037/t23527-000
14490,10.1037/t63438-000
14491,10.1037/t19454-000
14492,10.1037/t03980-000
14493,10.1037/t52457-000
14494,10.1037/t11000-000
14495,10.1037/t63284-000
14496,10.1037/t03944-000
14497,10.1037/t11870-000
14498,10.1037/t43970-000
14499,10.1037/t29888-000
14500,10.1037/t23029-000
14501,10.1037/t75640-000
14502,10.1037/t83106-000
14503,10.1037/t46733-000
14504,10.1037/t55837-000
14505,10.1037/t68870-000
14506,10.1037/t67462-000
14507,10.1037/t79613-000
14508,10.1037/t14177-000
14509,10.1037/t60973-000
14510,10.1037/t67640-000
14511,10.1037/t34212-000
14512,10.1037/t70856-000
14513,10.1037/t18183-000
14514,10.1037/t84859-000
14515,10.1037/t27082-000
14516,10.1037/t67451-000
14517,10.1037/t20002-000
14518,10.1037/t31532-000
14519,10.1037/t86197-000
14520,10.1037/t12035-000
14521,10.1037/t63933-000
14522,10.1037/t37196-000
14523,10.1037/t41351-000
14524,10.1037/t28888-000
14525,10.1037/t58702-000
14526,10.1037/t10781-000
14527,10.1037/t13799-000
14528,10.1037/t72941-000
14529,10.1037/t49257-000
14530,10.1037/t06284-000
14531,10.1037/t86956-000
14532,10.1037/t44089-000
14533,10.1037/t16837-000
14534,10.1037/t66240-000
14535,10.1037/t57822-000
14536,10.1037/t29817-000
14537,10.1037/t12579-000
14538,10.1037/t08256-000
14539,10.1037/t59801-000
14540,10.1037/t36705-000
14541,10.1037/t12577-000
14542,10.1037/t12726-000
14543,10.1037/t36315-000
14544,10.1037/t13923-000
14545,10.1037/t43564-000
14546,10.1037/t66347-000
14547,10.1037/t65026-000
14548,10.1037/t23533-000
14549,10.1037/t33050-000
14550,10.1037/t79652-000
14551,10.1037/t59583-000
14552,10.1037/t60772-000
14553,10.1037/t17036-000
14554,10.1037/t86906-000
14555,10.1037/t44678-000
14556,10.1037/t21587-000
14557,10.1037/t70304-000
14558,10.1037/t09297-000
14559,10.1037/t47926-000
14560,10.1037/t08665-000
14561,10.1037/t24437-000
14562,10.1037/t39661-000
14563,10.1037/t18606-000
14564,10.1037/t13545-000
14565,10.1037/t30501-000
14566,10.1037/t51106-000
14567,10.1037/t65138-000
14568,10.1037/t78199-000
14569,10.1037/t10293-000
14570,10.1037/t43304-000
14571,10.1037/t80337-000
14572,10.1037/t18937-000
14573,10.1037/t24968-000
14574,10.1037/t41012-000
14575,10.1037/t03718-000
14576,10.1037/t23098-000
14577,10.1037/t76869-000
14578,10.1037/t11089-000
14579,10.1037/t45543-000
14580,10.1037/t83608-000
14581,10.1037/t21888-000
14582,10.1037/t10840-000
14583,10.1037/t43493-000
14584,10.1037/t77799-000
14585,10.1037/t00940-000
14586,10.1037/t18797-000
14587,10.1037/t13810-000
14588,10.1037/t19474-000
14589,10.1037/t80064-000
14590,10.1037/t12216-000
14591,10.1037/t49217-000
14592,10.1037/t01978-000
14593,10.1037/t72946-000
14594,10.1037/t18633-000
14595,10.1037/t25330-000
14596,10.1037/t75742-000
14597,10.1037/t34041-000
14598,10.1037/t36408-000
14599,10.1037/t17745-000
14600,10.1037/t21594-000
14601,10.1037/t43009-000
14602,10.1037/t22398-000
14603,10.1037/t26656-000
14604,10.1037/t21365-000
14605,10.1037/t17248-000
14606,10.1037/t82480-000
14607,10.1037/t22462-000
14608,10.1037/t41077-000
14609,10.1037/t40908-000
14610,10.1037/t42274-000
14611,10.1037/t80877-000
14612,10.1037/t36823-000
14613,10.1037/t55319-000
14614,10.1037/t49694-000
14615,10.1037/t28402-000
14616,10.1037/t80603-000
14617,10.1037/t57271-000
14618,10.1037/t63481-000
14619,10.1037/t34272-000
14620,10.1037/t52259-000
14621,10.1037/t58377-000
14622,10.1037/t13461-000
14623,10.1037/t11342-000
14624,10.1037/t00792-000
14625,10.1037/t30293-000
14626,10.1037/t67444-000
14627,10.1037/t21554-000
14628,10.1037/t33804-000
14629,10.1037/t60081-000
14630,10.1037/t79452-000
14631,10.1037/t73004-000
14632,10.1037/t81506-000
14633,10.1037/t87464-000
14634,10.1037/t51073-000
14635,10.1037/t02942-000
14636,10.1037/t27438-000
14637,10.1037/t05416-000
14638,10.1037/t08326-000
14639,10.1037/t09244-000
14640,10.1037/t55779-000
14641,10.1037/t11696-000
14642,10.1037/t31816-000
14643,10.1037/t69840-000
14644,10.1037/t67990-000
14645,10.1037/t60239-000
14646,10.1037/t84220-000
14647,10.1037/t69001-000
14648,10.1037/t62303-000
14649,10.1037/t09391-000
14650,10.1037/t40262-000
14651,10.1037/t19888-000
14652,10.1037/t07414-000
14653,10.1037/t08307-000
14654,10.1037/t70253-000
14655,10.1037/t01693-000
14656,10.1037/t25875-000
14657,10.1037/t46506-000
14658,10.1037/t30213-000
14659,10.1037/t78955-000
14660,10.1037/t47713-000
14661,10.1037/t59295-000
14662,10.1037/t13632-000
14663,10.1037/t45174-000
14664,10.1037/t20596-000
14665,10.1037/t20395-000
14666,10.1037/t23859-000
14667,10.1037/t39829-000
14668,10.1037/t19659-000
14669,10.1037/t03923-000
14670,10.1037/t16424-000
14671,10.1037/t11649-000
14672,10.1037/t78233-000
14673,10.1037/t01762-000
14674,10.1037/t59567-000
14675,10.1037/t03476-000
14676,10.1037/t83531-000
14677,10.1037/t85817-000
14678,10.1037/t14335-000
14679,10.1037/t22842-000
14680,10.1037/t51770-000
14681,10.1037/t41808-000
14682,10.1037/t64390-000
14683,10.1037/t05585-000
14684,10.1037/t05986-000
14685,10.1037/t68740-000
14686,10.1037/t30948-000
14687,10.1037/t18313-000
14688,10.1037/t46723-000
14689,10.1037/t02100-000
14690,10.1037/t26796-000
14691,10.1037/t66195-000
14692,10.1037/t02888-000
14693,10.1037/t71135-000
14694,10.1037/t28118-000
14695,10.1037/t16733-000
14696,10.1037/t46668-000
14697,10.1037/t47036-000
14698,10.1037/t36156-000
14699,10.1037/t60745-000
14700,10.1037/t83895-000
14701,10.1037/t85024-000
14702,10.1037/t25557-000
14703,10.1037/t40522-000
14704,10.1037/t73481-000
14705,10.1037/t43442-000
14706,10.1037/t58418-000
14707,10.1037/t68020-000
14708,10.1037/t52404-000
14709,10.1037/t14311-000
14710,10.1037/t34179-000
14711,10.1037/t10497-000
14712,10.1037/t14181-000
14713,10.1037/t87672-000
14714,10.1037/t81915-000
14715,10.1037/t77203-000
14716,10.1037/t73846-000
14717,10.1037/t12831-000
14718,10.1037/t81986-000
14719,10.1037/t47981-000
14720,10.1037/t24512-000
14721,10.1037/t07948-000
14722,10.1037/t08536-000
14723,10.1037/t42817-000
14724,10.1037/t14040-000
14725,10.1037/t10337-000
14726,10.1037/t63479-000
14727,10.1037/t28137-000
14728,10.1037/t09439-000
14729,10.1037/t60243-000
14730,10.1037/t85809-000
14731,10.1037/t67492-000
14732,10.1037/t43184-000
14733,10.1037/t11972-000
14734,10.1037/t58481-000
14735,10.1037/t38593-000
14736,10.1037/t64516-000
14737,10.1037/t41113-000
14738,10.1037/t34090-000
14739,10.1037/t14209-000
14740,10.1037/t22686-000
14741,10.1037/t61784-000
14742,10.1037/t39314-000
14743,10.1037/t65187-000
14744,10.1037/t70364-000
14745,10.1037/t12929-000
14746,10.1037/t84851-000
14747,10.1037/t03762-000
14748,10.1037/t87045-000
14749,10.1037/t08604-000
14750,10.1037/t11516-000
14751,10.1037/t74230-000
14752,10.1037/t05410-000
14753,10.1037/t48651-000
14754,10.1037/t76959-000
14755,10.1037/t32662-000
14756,10.1037/t08408-000
14757,10.1037/t69597-000
14758,10.1037/t11900-000
14759,10.1037/t52658-000
14760,10.1037/t21645-000
14761,10.1037/t73233-000
14762,10.1037/t31650-000
14763,10.1037/t80995-000
14764,10.1037/t13620-000
14765,10.1037/t38425-000
14766,10.1037/t31674-000
14767,10.1037/t70120-000
14768,10.1037/t25535-000
14769,10.1037/t59752-000
14770,10.1037/t11773-000
14771,10.1037/t10252-000
14772,10.1037/t07865-000
14773,10.1037/t66494-000
14774,10.1037/t73751-000
14775,10.1037/t50000-000
14776,10.1037/t70623-000
14777,10.1037/t70311-000
14778,10.1037/t27599-000
14779,10.1037/t05661-000
14780,10.1037/t84719-000
14781,10.1037/t38033-000
14782,10.1037/t20858-000
14783,10.1037/t24962-000
14784,10.1037/t25290-000
14785,10.1037/t10767-000
14786,10.1037/t46430-000
14787,10.1037/t83568-000
14788,10.1037/t87353-000
14789,10.1037/t39451-000
14790,10.1037/t33675-000
